,items
2091,439630,776147
2092,314633
2093,2684666
2094,694477
2095,341450
2096,1355618
2097,1424454
2098,862446
2099,152510
2100,123373
2101,1994527
2102,1197985,2140050
2103,1946466
2104,2085253
2105,1167757
2106,1063576
2107,1516843
2108,1580030,1308832
2109,134849
2110,148089
2111,1525577
2112,463678
2113,1818228
2114,1064397
2115,196859
2116,2941958
2117,2001228
2118,1875147
2119,2603909
2120,2831689
2121,2850568
2122,1782817
2123,1491763
2124,1696364
2125,1432088
2126,1640972
2127,135750
2128,160612
2129,452942
2130,686884
2131,162634
2132,284665
2133,136860
2134,686884
2135,2757438
2136,1064397,268562
2137,1539576
2138,1064397
2139,1501987,698130
2140,144931
2141,1126054
2142,1166927
2143,1110985
2144,1530271
2145,932347,1329021
2146,2834871,1529320,2636291
2147,152836
2148,134393
2149,151551
2150,166633
2151,137585
2152,2503184
2153,133584
2154,124204
2155,168610
2156,1050242
2157,865585
2158,1693091
2159,140321
2160,467091
2161,182915
2162,1695878
2163,258206
2164,499042
2165,2599464
2166,965888,2453864,2080312,1990624
2167,1051985
2168,2624292
2169,2885039
2170,1689615
2171,155381
2172,1069265,597279,609487
2173,987743
2174,1081213
2175,1693454
2176,1317846
2177,331706
2178,1973037
2179,268562
2180,162634
2181,1676837
2182,187984
2183,1197228
2184,154002
2185,123373,162634
2186,166633
2187,137585
2188,1925179
2189,644425
2190,1076484
2191,209578,972745
2192,144051
2193,152662
2194,1408079
2195,961819
2196,128959
2197,174086
2198,2758251
2199,126335
2200,2396750
2201,164593
2202,536347
2203,172027
2204,1764436
2205,2406172
2206,2525612
2207,1809616
2208,1192948
2209,2105217,2742743
2210,2827807
2211,1231865,1034372
2212,504109
2213,222318
2214,2197725
2215,824029
2216,2635003
2217,509695,2557055
2218,2844327,2184409
2219,2232451,2314085
2220,1028441,1166222,885333
2221,166006
2222,172027
2223,128730
2224,712843
2225,1924247,127865
2226,1499974
2227,1857721
2228,182578
2229,1226293
2230,1715008
2231,1356952,982621
2232,753788
2233,271624
2234,164593
2235,254493
2236,136110
2237,1108814
2238,721403,1221372
2239,126335
2240,132738
2241,132738
2242,1566348
2243,1390469,578862
2244,1793377
2245,241461
2246,124204
2247,1626903
2248,693185
2249,1255726
2250,2607121,2736018
2251,1282254
2252,1586512,2798207
2253,352365
2254,2440064
2255,2961855
2256,2861755
2257,132738
2258,1909065,2168764
2259,184374
2260,756819
2261,1805488
2262,1319519
2263,510349
2264,230875,444246
2265,140321
2266,144051
2267,168592
2268,822724
2269,1362593,222318,1899687
2270,1207360
2271,138431
2272,146684
2273,1228651,1647187
2274,2155094
2275,1522885
2276,369899,310735,2434104
2277,1188641,383730,1364569
2278,1667586
2279,2131449
2280,1450450
2281,963476
2282,123793
2283,135750
2284,1094009
2285,616481,1875650
2286,528590
2287,382883
2288,265806,2931769
2289,1492185
2290,731134
2291,2239596,234407
2292,850498
2293,887695,1511014
2294,550829,1154732
2295,831463
2296,193361
2297,1072201
2298,2002292
2299,810711
2300,711795
2301,600102
2302,168592
2303,126335
2304,148089
2305,638318
2306,2668203
2307,571931,1774524,2351339
2308,1764436
2309,382883
2310,1845636
2311,1175903
2312,1484383
2313,126335
2314,172027
2315,152836
2316,136860
2317,1851598
2318,1770781
2319,1310167,1050242
2320,368245,2897833,2057975
2321,2668203,2605192
2322,880935
2323,1238932
2324,545632,152836
2325,1680968
2326,134015
2327,166006
2328,463324
2329,178429
2330,129831
2331,145906
2332,1207217
2333,132738
2334,132135
2335,849468
2336,2900163
2337,596740,1231549,2398521
2338,1457171,928312
2339,619977
2340,397183
2341,458919
2342,2016734
2343,2728805,1650899
2344,2541115
2345,153475
2346,254960
2347,902478
2348,1972833
2349,162491
2350,1678888
2351,1008562,1523882
2352,852319
2353,1494097
2354,443464
2355,1768956
2356,1617260,224876
2357,2595829
2358,2429745
2359,2931769,1070728,1393299
2360,806803
2361,161541,167112
2362,1325648
2363,2741268
2364,184374
2365,152510
2366,1630499
2367,172027
2368,1334728
2369,131117
2370,124204
2371,1496861
2372,297536
2373,1182071,979046
2374,136110
2375,1515339
2376,185226
2377,1661761
2378,384260
2379,1689615
2380,2931769
2381,2071030
2382,195076
2383,1191124
2384,126335
2385,203856
2386,148089
2387,1814462,1773535
2388,1366530
2389,1340234,1079034
2390,131533
2391,1501987
2392,2441719
2393,2686655
2394,664558
2395,455720
2396,2595829
2397,141300
2398,1212992
2399,416213
2400,1833819
2401,1560875,1773535,124553,1056939
2402,2686655
2403,2886469,2646149
2404,1757760,1435687
2405,232082
2406,1355618
2407,2461058
2408,124204
2409,140321
2410,181453
2411,550322
2412,1437907
2413,193179
2414,127495
2415,2004376
2416,1444142
2417,127081
2418,1090064
2419,180843
2420,160612
2421,203856
2422,945880,1687082
2423,1805488
2424,1277141
2425,387552
2426,2165504
2427,143094
2428,506816
2429,321674
2430,1000254,480832
2431,1386350
2432,188052
2433,152998
2434,124204
2435,2636291
2436,154823
2437,1687082
2438,909221
2439,1091440
2440,690634
2441,2268614
2442,884737
2443,726174
2444,132738
2445,1683649
2446,165468,729362
2447,126335
2448,125564
2449,1355618
2450,1099081
2451,137585
2452,1773356
2453,1574534,836119
2454,1951265,699458,1102551
2455,1009845
2456,130259
2457,863680
2458,1830328,1425193
2459,2696735
2460,144051
2461,193179
2462,1920477
2463,1929594
2464,1294660
2465,2559484
2466,322704
2467,155820
2468,195124
2469,1608617
2470,132738
2471,1292293
2472,178058
2473,1676837,232899
2474,1566870
2475,2375866,780217
2476,2801811,2035790
2477,1435687
2478,2658329,2564492,916639
2479,2752000
2480,1744232
2481,1213796
2482,1729232
2483,152662
2484,166633
2485,1676837
2486,536347
2487,1938670
2488,141548
2489,142179
2490,1547971
2491,814116
2492,152836
2493,1962198
2494,1920477
2495,142179
2496,1617260
2497,1132917
2498,2796868,233468,344877,2340996
2499,1317747,2645343,2150854
2500,652189,2420796
2501,884737
2502,165468
2503,1773356
2504,2954118
2505,1119245
2506,1523882
2507,387552
2508,1263582
2509,734229
2510,2700492
2511,1940255
2512,1744232
2513,443464,1187427
2514,132135
2515,166633
2516,1258330
2517,1852937
2518,377089
2519,737598
2520,1255234
2521,2236896
2522,125564
2523,166633
2524,150138
2525,124204
2526,283107
2527,1455272
2528,1251617
2529,1763585
2530,1661761
2531,2121378
2532,2481108
2533,450618
2534,1707266
2535,1299039,1595305
2536,1167757
2537,1340629
2538,1279220
2539,142179
2540,127081
2541,137585
2542,539385
2543,141761
2544,2811924
2545,130259
2546,948805
2547,1484078
2548,1726201
2549,127081
2550,123373
2551,1547971
2552,577053,1160869
2553,1250367
2554,1882156
2555,524341
2556,139086
2557,131117
2558,963476
2559,1158313
2560,134849
2561,1332029,489770
2562,123793
2563,152836
2564,137585
2565,1718885
2566,366475
2567,548667
2568,987536
2569,127865
2570,131698
2571,130259
2572,185182
2573,1982904
2574,616682
2575,1692683
2576,1163553
2577,152836
2578,1468203
2579,152836,302356
2580,1246981,155735,2262637
2581,1146287
2582,1158313
2583,172027
2584,169961
2585,152836
2586,2459885
2587,682043
2588,577057,988239
2589,124553
2590,1118295
2591,318596,2251739,1717057,1223725
2592,2806944,1284660,1132884,718654,2362525
2593,1143588
2594,1503862,2440235,1042152,913691,2185289
2595,126335
2596,194369
2597,627759
2598,1662825
2599,2303880
2600,1309537
2601,166633
2602,148089
2603,499380
2604,141761
2605,137585,166633
2606,181737
2607,196859
2608,136860
2609,199231
2610,152836
2611,424962
2612,2184285
2613,1010328
2614,1648475
2615,228702
2616,308000,1387348,691861
2617,1084380
2618,301960
2619,174086
2620,1930948
2621,123793
2622,655775
2623,791847
2624,427691
2625,155381
2626,132738
2627,159931
2628,1670486
2629,143094
2630,168610
2631,1226293
2632,550322
2633,2262637
2634,1917409
2635,263981
2636,181453,196859
2637,123793
2638,1058632
2639,127865
2640,627759,278104
2641,2901393
2642,146684
2643,1978193
2644,1083036,2476569,1323006,352365,2958657,1196314
2645,126335
2646,323450
2647,136860
2648,182578
2649,1186923
2650,123793
2651,1390212
2652,160346,1170357
2653,2673874
2654,1429859
2655,857508
2656,2874536
2657,1433766
2658,1566348
2659,131698,132135
2660,1832871
2661,963476
2662,1776280,1251146
2663,1473684
2664,1213752
2665,585830
2666,968649
2667,1662059
2668,2863546
2669,987569
2670,925665
2671,144931
2672,765872,127865
2673,322434
2674,1422762
2675,756784
2676,1800440
2677,136860
2678,140321,138431
2679,128959
2680,127865,138431
2681,1472909
2682,1122460
2683,686720
2684,1545760
2685,169961
2686,1160869
2687,1722575
2688,1427330
2689,693222
2690,2463317
2691,2155094
2692,1630499
2693,898283
2694,2670461
2695,1328587
2696,145417
2697,2654048
2698,167112
2699,2673874
2700,1238932,1698166,1849737
2701,1563416
2702,1005880,269371
2703,1445609
2704,1227811
2705,141688
2706,1710208
2707,1962198
2708,1164793
2709,161541
2710,431702
2711,755371
2712,162634
2713,136860
2714,1851598
2715,123793
2716,127865
2717,1874176
2718,1188713
2719,152836
2720,2261828
2721,137585
2722,2655365,2863863,2958657
2723,1312162
2724,154002
2725,153475
2726,1517307
2727,2444721
2728,731134
2729,2559484
2730,138431
2731,856483
2732,1459957,1459957
2733,926842
2734,1515339
2735,1215281
2736,1928796
2737,123793
2738,1897655
2739,1675905
2740,124204
2741,180843
2742,131698
2743,379441
2744,180843
2745,755371
2746,1241304
2747,1936454
2748,834814
2749,517998
2750,747846
2751,153475
2752,125465
2753,152998
2754,617766
2755,730008
2756,1697200
2757,1404676
2758,144727
2759,144727
2760,147594
2761,1009845
2762,123793
2763,664127
2764,136110
2765,1378631,148690
2766,858828
2767,1783253
2768,1992625
2769,1000270
2770,1257812
2771,130259
2772,472922
2773,127495
2774,1158313
2775,1834223
2776,1812370
2777,164593
2778,137585
2779,125564
2780,1707988,1707988
2781,652189
2782,849468
2783,142179,134015
2784,124553
2785,884737
2786,1031440
2787,132738
2788,124553
2789,1213427
2790,403748
2791,1332388,1071711
2792,123793
2793,957927
2794,424691
2795,479018
2796,188485
2797,145906
2798,178058
2799,698130
2800,169179,156607
2801,887454
2802,616682
2803,1121351
2804,199457
2805,1033454
2806,180843
2807,450618
2808,2379488
2809,1226293
2810,1832896
2811,1941671
2812,2268614
2813,1382749
2814,902478
2815,166633
2816,1359622
2817,903647
2818,568875
2819,1977540
2820,1111873,1317747,496108,387732,1816053,491342,852204
2821,599262
2822,612756,1568020,1194539
2823,787799
2824,1384407,342311
2825,151551
2826,865225
2827,538143
2828,166006
2829,2565135
2830,1018841
2831,136110
2832,1982904
2833,182915
2834,2569151
2835,2645343
2836,2806136
2837,141688
2838,644425
2839,1845636
2840,1294660
2841,145906
2842,858304
2843,1796472
2844,131533
2845,136110
2846,1769705
2847,914568
2848,381444,2204233
2849,174086
2850,187164,1260666
2851,174258
2852,635364
2853,137585
2854,1662825,2463317
2855,1737394
2856,145906
2857,2334570
2858,417055
2859,128959
2860,127865
2861,1875147
2862,1455272
2863,1251617
2864,871903
2865,1093026
2866,757135
2867,126335
2868,162634
2869,166633,172027
2870,503972
2871,1961311
2872,655775
2873,655967
2874,126335
2875,193179
2876,1959063
2877,532135
2878,1934274
2879,834814
2880,2315001
2881,765473
2882,1454376
2883,2004376,1954824
2884,1744232
2885,1851598
2886,1744232
2887,227818
2888,174086
2889,244379
2890,123373
2891,1836461
2892,606223
2893,1905844
2894,135750
2895,154002
2896,149739
2897,127865
2898,1674806,546398
2899,1295171
2900,763288
2901,638318
2902,1420770
2903,2770385
2904,1368220
2905,1303995
2906,125465
2907,136110
2908,746366
2909,1342972
2910,141761
2911,1818869
2912,1334632
2913,254960
2914,972048
2915,126335
2916,1613149
2917,143094
2918,1534987
2919,1414750,874728,239986
2920,1604219
2921,1356085,190238
2922,1697202,660136
2923,1488836
2924,1844408
2925,200269
2926,2063202
2927,755371,137585
2928,883661
2929,932347
2930,164593
2931,625308
2932,233953
2933,1750582
2934,1534987
2935,1636171
2936,268562
2937,1517307
2938,2752000
2939,1416608
2940,863680,1730006
2941,1062440
2942,313821,130727
2943,542348
2944,268000
2945,1692989
2946,1366101
2947,125465
2948,555063
2949,700357
2950,325470
2951,155735
2952,137585
2953,1550255
2954,1869763
2955,887695
2956,625370
2957,1515649
2958,1082379
2959,1057309
2960,172914
2961,1478427,226072,424962
2962,1163310
2963,1858651
2964,786311
2965,805999
2966,834620
2967,2366148
2968,1808901
2969,683251
2970,1050416
2971,2107392,2281848
2972,2429104
2973,868096
2974,284665
2975,2758251
2976,1425193
2977,2085253,1591403,2231364,2859490
2978,2231364
2979,2231364,2742743
2980,1608617
2981,272388
2982,143094
2983,1800249,730008
2984,809891
2985,1146287
2986,141688
2987,128730
2988,1093026
2989,814116
2990,876394
2991,952643
2992,1229092
2993,126335
2994,2806136
2995,2222184
2996,763288
2997,1487957
2998,597279
2999,2155094
3000,974504
3001,1354299
3002,2411704,2590650
3003,551782
3004,2686855
3005,2859490
3006,295304,1640697
3007,2603249
3008,2557055
3009,2566600
3010,145906
3011,130259
3012,1344940
3013,1517307,890105
3014,451754
3015,229145
3016,1542251,1915220,1892058,1666866
3017,2433401,1885460
3018,1615177
3019,123373
3020,341450
3021,194369
3022,145906
3023,154823
3024,916639,2601354
3025,1983338
3026,166633
3027,1515649
3028,1584000
3029,442500
3030,2096293
3031,142179
3032,1103980
3033,124204
3034,137585
3035,168592
3036,152836
3037,2786590
3038,2295650
3039,2185289
3040,123793,176025
3041,174086
3042,1676837
3043,130259
3044,126335
3045,1973037,2396750,1771893
3046,2321411
3047,2673990
3048,2752000
3049,1314666
3050,1821110,1257763,1746190
3051,1950240
3052,1861964,1096999,2048786,2305964
3053,1317846
3054,755371
3055,1788819
3056,132738
3057,125424
3058,730008
3059,1741645
3060,565571
3061,131533
3062,315804
3063,1999720
3064,172027
3065,154652
3066,865585
3067,1728434
3068,174086
3069,145906
3070,987536,125465
3071,1745124
3072,132135
3073,2658555,2785640
3074,131533
3075,140877
3076,1213427,1640699
3077,283107
3078,204063
3079,1355618
3080,145906
3081,948174
3082,805999
3083,1109803
3084,138431
3085,1271853
3086,136860
3087,147594
3088,174086
3089,188485
3090,196859
3091,2829293
3092,387552
3093,1415190
3094,152836
3095,152836
3096,144727,1542250
3097,1710208
3098,283107,503972
3099,1986895,1325648
3100,145906
3101,432275
3102,1014293,1738544,932347
3103,1050242
3104,1187659
3105,1589928,254493
3106,128730
3107,754797
3108,1139708
3109,2595752
3110,1090011
3111,197391
3112,152836
3113,1226293
3114,172027
3115,124204
3116,172027
3117,1226293
3118,1769705
3119,178753
3120,196859
3121,2932257
3122,226278
3123,2916025
3124,181161
3125,1103425
3126,1614043
3127,144051
3128,569795
3129,1278211
3130,1404676
3131,1805488
3132,789767
3133,164051
3134,1826136
3135,131117
3136,126335
3137,339498
3138,1158313
3139,1141778
3140,124204
3141,617013
3142,136110
3143,145906
3144,166006
3145,1845636
3146,130259
3147,2254041
3148,1661761
3149,2080312
3150,925665
3151,168592
3152,407323
3153,128730
3154,144051
3155,145906
3156,703458
3157,999837
3158,1738544
3159,137585
3160,598578,2939236
3161,445546
3162,1788819
3163,1979590
3164,1419083
3165,1769937
3166,1805488,354610
3167,136860
3168,166633
3169,1859039,152836
3170,1645834
3171,1615177
3172,141761
3173,2586703
3174,1236359
3175,1527946
3176,1129875
3177,2895903,467817,1106101
3178,2522228
3179,169961
3180,1618192
3181,350549
3182,1504330,194369,999837,567453
3183,617766
3184,534612
3185,136860
3186,1484383
3187,1979590
3188,268562
3189,693849
3190,1266176
3191,1164098
3192,1118295
3193,1460767
3194,2468077
3195,2285240
3196,1460606
3197,2856766
3198,1593041
3199,420842
3200,1146287
3201,709832
3202,2654048
3203,1729232
3204,554095
3205,2357523,251937,2739219
3206,1672802
3207,948805,714372
3208,154823
3209,166006
3210,1180533
3211,693222
3212,2520466
3213,123793
3214,2696735,2758251
3215,1414833
3216,123373
3217,2789528
3218,727157,1976130
3219,1613149
3220,1963564
3221,2231364
3222,2280839
3223,2628747
3224,404235
3225,551782
3226,361530
3227,1579355
3228,140321
3229,131698
3230,1468203
3231,765872
3232,123793
3233,131698
3234,1796247
3235,127495
3236,1175903
3237,1860491
3238,227818
3239,136110
3240,129831
3241,1273589
3242,175496
3243,1621646
3244,2595752,2028346
3245,467817,2596674
3246,1944337
3247,984289
3248,1973037
3249,468314
3250,1620318
3251,2468805,560251
3252,432275
3253,127865
3254,127865
3255,125424
3256,128730
3257,127081
3258,1967750
3259,721424
3260,2926339,954303
3261,442171
3262,1922124
3263,1768706
3264,1861964
3265,374312
3266,155381
3267,2262637
3268,1821110,2130962
3269,2586147
3270,1981289,1460606,2749860
3271,781825
3272,1783600,2081282
3273,2739219
3274,2215805,963476
3275,1266176
3276,1050242
3277,1160073,2014707
3278,2522622
3279,795320,1390469,1179273
3280,554095
3281,1698166
3282,1846462
3283,138431
3284,903091
3285,1064397
3286,130259
3287,131698
3288,932347
3289,883661
3290,1323121
3291,326908
3292,709832
3293,1547971
3294,1872602
3295,523495
3296,204063
3297,130727
3298,1063761
3299,1010926
3300,1616442
3301,1050242,765473,573593
3302,902200
3303,2343054,127495
3304,1662059,1973037
3305,1220393,1309537
3306,123373
3307,146684,132738
3308,180843
3309,156607
3310,155381
3311,644425
3312,1016759
3313,195124
3314,1638869
3315,258206
3316,134015
3317,1982904
3318,166633
3319,637670,1676837
